CASEID,YEAR,STATE,DETOX,TREATMT,OWNERSHP,FEDOWN,SRVC71,SRVC108,SRVC85,SRVC87,SRVC86,OTP,OTPALL,OTPTYPE,COMPSAT,DUI_DWI,ONLYDUI,SIGNLANG,LANG,LANG16,LANG1,LANG2,LANG3,LANG21,LANG4,LANG5,LANG6,LANG7,LANG8,LANG9,LANG10,LANG22,LANG11,LANG19,LANG23,LANG12,LANG13,LANG14,LANG15,LANG20,LANG17,LANG18,SRVC33,SRVC63,SRVC62,SRVC113,SRVC114,SRVC115,SRVC61,SRVC31,SRVC32,SRVC116,CTYPE4,CTYPEHI1,CTYPEHI2,CTYPE7,CTYPERC1,CTYPERC3,CTYPERC4,SRVC75,CTYPE1,CTYPE6,CTYPEML,CTYPEOP,CTYPE2,CTYPE3,FEESCALE,PAYASST,REVCHK3,REVCHK1,REVCHK8,REVCHK5,REVCHK10,REVCHK15,REVCHK2,REVCHK17,LOC5
5677,2014,KY,0,1,2,,0,0,0,0,0,0,,,4,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,D,0
5678,2014,KY,0,1,2,,0,0,0,0,0,0,,,M,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,1,1,D,D,D,1,0
5679,2014,KY,1,1,2,,0,0,0,0,0,0,,,4,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,1,0,1,0,,,0,,,,,1,1,0,1,1,1,0,0,0,1,1,1,1,D,1,0,0
5680,2014,KY,0,1,1,,0,0,0,0,0,0,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
5681,2014,KY,0,1,1,,0,0,0,0,0,0,,,1,0,,0,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
5682,2014,KY,0,1,1,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
5683,2014,KY,0,1,1,,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0
5684,2014,KY,0,1,2,,0,0,0,0,0,0,,,4,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,,,1,0,1,0,0,0,,,,,,1,0,0,1,1,1,1,1,1,D,0
5685,2014,KY,1,0,2,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,1,1,0,0,,,,,0,,,,,,0,1,0,1,1,1,1,1,1,0,0
5686,2014,KY,0,1,2,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,1,0,1,1,1,0,,,,,,0,1,1,0,0,0,0,0,0,0,1
5687,2014,KY,0,1,1,,0,0,0,0,0,0,,,M,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,1,1,1,1,0,,,0,,,,,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0
5688,2014,KY,1,1,1,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0
5689,2014,KY,1,1,1,,0,0,1,1,1,1,1,3,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5690,2014,KY,0,1,2,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,D,0
5691,2014,KY,0,1,1,,0,0,0,0,0,0,,,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
5692,2014,KY,0,1,1,,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5693,2014,KY,0,1,2,,0,0,0,0,0,0,,,M,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,0,0,1,1,1,0,1,1,D,0
5694,2014,KY,0,1,2,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0
5695,2014,KY,1,1,2,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,1,0,,,1,1,1,0,0,0,,,,,,0,0,0,1,0,0,0,0,0,0,0
5696,2014,KY,0,1,6,1,1,1,0,1,0,0,0,1,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,1,1,0,1,0,,,0,,,,,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,D,0
5697,2014,KY,0,1,2,,0,0,0,0,0,0,,,3,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,D,0
5698,2014,KY,0,1,2,,0,1,0,0,0,0,,,3,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,1,0,1,0,,,0,,,,,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0
5699,2014,KY,0,1,2,,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0
5700,2014,KY,0,1,2,,1,1,0,0,0,0,,,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0
5701,2014,KY,1,1,2,,1,0,0,0,0,0,,,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,1,1,1,1,1,1,1,0,,,,,0,,,,,,0,1,0,1,1,1,1,1,1,D,0
5702,2014,KY,1,1,2,,1,0,0,0,0,0,,,2,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,1,1,1,1,1,1,1,1,0,,,,,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0
5703,2014,KY,0,1,2,,1,1,0,0,0,0,,,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0
5704,2014,KY,0,1,2,,0,0,1,1,1,1,1,1,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,0,,,0,,,,,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0
5705,2014,KY,1,1,2,,0,0,0,0,0,0,,,M,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,,,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,D,0
5706,2014,KY,0,1,2,,0,0,0,0,0,0,,,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,1,1,0,0,0,,,1,0,0,1,0,0,,,,,,1,0,D,0,0,0,0,0,0,0,1
5707,2014,KY,0,1,2,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,D,0
5708,2014,KY,1,1,2,,0,0,0,0,0,0,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,1,0,,,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
5709,2014,KY,0,1,1,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,1,1,1,1,0,,,0,,,,,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,D,0
5710,2014,KY,0,1,2,,0,0,0,0,0,0,,,3,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,,,0,,,,,1,0,0,0,1,1,1,0,0,1,1,1,1,D,1,D,0
5711,2014,KY,0,1,2,,1,0,0,0,0,0,,,3,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0
5712,2014,KY,0,1,2,,0,0,0,0,0,0,,,3,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,1,0,0,0,0,,,0,,,,,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0
5713,2014,KY,0,1,2,,0,0,0,0,0,0,,,2,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,1,0,0,0,,,0,,,,,1,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0
5714,2014,KY,0,1,2,,0,0,0,0,0,0,,,3,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0
5715,2014,KY,0,1,2,,1,1,0,0,0,0,,,3,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,1,1,0,1,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0
5716,2014,KY,0,1,2,,1,0,0,0,0,0,,,3,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0
5717,2014,KY,0,1,2,,1,1,0,0,0,0,,,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,1,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0
5718,2014,KY,1,1,2,,0,0,0,0,0,0,,,M,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,1,0,0,,,,,,1,1,0,1,D,D,D,D,D,D,0
5719,2014,KY,0,1,6,2,0,0,0,0,0,0,,,3,0,,0,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,0,0,1,1,1,0,,,0,,,,,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5720,2014,KY,0,1,2,,0,0,0,0,0,0,,,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0
5721,2014,KY,0,1,2,,0,0,0,0,0,0,,,2,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,D,0
5722,2014,KY,0,1,2,,0,0,0,0,0,0,,,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,D,0
5723,2014,KY,0,1,2,,0,0,0,0,0,0,,,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0
5724,2014,KY,0,1,2,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,1,0,1,0,,,0,,,,,1,0,0,1,1,1,1,0,0,1,0,1,1,0,1,D,0
5725,2014,KY,0,1,2,,0,0,0,0,0,0,,,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,0,0,1,0,1,D,D,1,0,0
5726,2014,KY,0,1,2,,0,0,0,0,0,0,,,3,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,D,0
5727,2014,KY,0,1,2,,1,1,0,0,0,0,,,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0
5728,2014,KY,0,1,2,,1,1,0,0,0,0,,,M,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0
5729,2014,KY,0,1,2,,1,1,0,0,0,0,,,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0
5730,2014,KY,0,1,2,,1,1,0,0,0,0,,,3,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0
5731,2014,KY,0,1,2,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,D,0
5732,2014,KY,0,1,2,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,D,0
5733,2014,KY,0,1,2,,0,0,0,0,0,0,,,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,1,0,1,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,D,0
5734,2014,KY,0,1,2,,1,1,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,D,0
5735,2014,KY,0,1,2,,1,1,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,1,1,0,0,1,0,1,D,1,1,0,0
5736,2014,KY,0,1,2,,0,0,0,0,0,0,,,5,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,,,0,,,,,1,0,0,0,1,1,1,0,0,1,1,1,0,1,1,0,0
5737,2014,KY,0,1,2,,0,0,0,0,0,0,,,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0
5738,2014,KY,0,1,2,,0,0,0,0,0,0,,,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0
5739,2014,KY,0,1,2,,0,0,0,0,0,0,,,M,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,1,1,D,D,1,D,0
5740,2014,KY,0,1,2,,0,0,0,0,0,0,,,M,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,1,1,D,D,1,D,0
5741,2014,KY,0,1,2,,0,0,0,0,0,0,,,M,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,1,1,D,D,1,D,0
5742,2014,KY,0,1,2,,0,0,0,0,0,0,,,M,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,1,1,D,D,1,D,0
5743,2014,KY,0,1,2,,0,0,0,0,0,0,,,3,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,1,0,1,0,,,0,,,,,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,D,0
5744,2014,KY,0,1,2,,0,0,0,0,0,0,,,3,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,1,0,1,0,,,0,,,,,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0
5745,2014,KY,0,1,2,,0,0,0,0,0,0,,,3,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,1,0,1,0,,,0,,,,,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,D,0
5746,2014,KY,0,1,2,,0,0,0,0,0,0,,,3,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,1,0,1,0,,,0,,,,,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,D,0
5747,2014,KY,1,1,2,,1,1,0,0,0,0,,,2,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,0,0,0,,,,,,1,1,0,1,1,1,1,1,1,0,0
5748,2014,KY,0,1,2,,0,0,0,1,0,0,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,1,0,,,1,0,1,0,0,0,,,,,,1,0,0,1,0,1,0,0,0,D,0
5749,2014,KY,0,1,2,,0,0,0,0,0,0,,,4,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,D,0
5750,2014,KY,0,1,2,,0,0,0,0,0,0,,,3,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,D,0
5751,2014,KY,0,1,2,,0,0,0,0,0,0,,,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,D,0
5752,2014,KY,0,1,2,,0,0,0,0,0,0,,,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,D,0
5753,2014,KY,0,1,2,,0,0,0,0,0,0,,,3,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,1,0,1,0,,,0,,,,,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0
5754,2014,KY,0,1,2,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,1,1,D,D,1,D,0
5755,2014,KY,0,1,2,,0,0,0,0,0,0,,,4,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,D,0
5756,2014,KY,0,1,2,,0,0,0,0,0,0,,,4,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,D,0
5757,2014,KY,0,1,2,,0,0,0,0,0,0,,,4,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,D,0
5758,2014,KY,0,1,2,,0,0,0,0,0,0,,,4,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,D,0
5759,2014,KY,0,1,2,,0,0,0,0,0,0,,,4,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,D,0
5760,2014,KY,0,1,2,,0,0,0,0,0,0,,,M,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,1,1,D,D,1,D,0
5761,2014,KY,0,1,2,,0,0,0,0,0,0,,,4,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,D,0
5762,2014,KY,0,1,2,,1,1,0,0,0,0,,,4,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0
5763,2014,KY,0,1,2,,1,1,0,0,0,0,,,2,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0
5764,2014,KY,1,1,2,,0,0,0,0,0,0,,,3,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,,,1,1,1,1,1,0,,,,,,1,1,0,1,1,1,1,1,1,D,1
5765,2014,KY,0,1,2,,0,0,0,0,0,0,,,3,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,D,0
5766,2014,KY,0,1,2,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,D,0
5767,2014,KY,0,1,2,,0,0,0,0,0,0,,,3,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,D,0
5768,2014,KY,0,1,2,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,1,1,1,1,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0
5769,2014,KY,0,1,2,,0,0,0,0,0,0,,,5,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,,,0,,,,,1,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0
5770,2014,KY,0,1,2,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,0,1,0,,,1,0,0,1,0,0,,,,,,0,1,0,1,0,1,0,0,0,0,0
5771,2014,KY,0,1,2,,0,0,0,0,0,0,,,3,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,,,0,,,,,1,0,0,0,1,1,1,0,0,1,1,1,1,D,1,D,0
5772,2014,KY,0,1,2,,0,0,0,0,0,0,,,3,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,,,0,,,,,1,0,0,0,1,1,1,0,0,1,0,1,1,D,1,D,0
5773,2014,KY,0,1,2,,0,0,0,0,0,0,,,3,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,1,1,1,D,1,D,0
5774,2014,KY,0,1,2,,0,0,0,0,0,0,,,3,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,,,0,,,,,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,D,0
5775,2014,KY,0,1,2,,0,0,0,0,0,0,,,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,,,0,,,,,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0
5776,2014,KY,0,1,2,,0,0,0,0,0,0,,,4,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,D,0
5777,2014,KY,0,1,2,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,D,0
5778,2014,KY,0,1,2,,0,0,0,0,0,0,,,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,1,0,1,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,D,0
5779,2014,KY,1,1,1,,1,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,0,0,1,1,1,0,,,,,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0
5780,2014,KY,0,1,2,,0,0,0,0,0,0,,,4,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,D,0
5781,2014,KY,0,1,2,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,D,0
5782,2014,KY,0,1,2,,1,1,0,0,0,0,,,2,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,D,0
